regne	phylum	classe	ordre	famille	genre	espece	lineage_by_level	tax_id_by_level	nb_contigs_Holopig_colon01_quantif_percontig	nb_reads_Holopig_colon01_quantif_percontig	depth_Holopig_colon01_quantif_percontig	nb_contigs_Holopig_colon02_quantif_percontig	nb_reads_Holopig_colon02_quantif_percontig	depth_Holopig_colon02_quantif_percontig	nb_contigs_Holopig_colon03_quantif_percontig	nb_reads_Holopig_colon03_quantif_percontig	depth_Holopig_colon03_quantif_percontig	nb_contigs_Holopig_colon04_quantif_percontig	nb_reads_Holopig_colon04_quantif_percontig	depth_Holopig_colon04_quantif_percontig	nb_contigs_Holopig_colon05_quantif_percontig	nb_reads_Holopig_colon05_quantif_percontig	depth_Holopig_colon05_quantif_percontig	nb_contigs_Holopig_colon06_quantif_percontig	nb_reads_Holopig_colon06_quantif_percontig	depth_Holopig_colon06_quantif_percontig	nb_contigs_Holopig_colon07_quantif_percontig	nb_reads_Holopig_colon07_quantif_percontig	depth_Holopig_colon07_quantif_percontig	nb_contigs_Holopig_colon08_quantif_percontig	nb_reads_Holopig_colon08_quantif_percontig	depth_Holopig_colon08_quantif_percontig	nb_contigs_Holopig_colon09_quantif_percontig	nb_reads_Holopig_colon09_quantif_percontig	depth_Holopig_colon09_quantif_percontig	nb_contigs_Holopig_colon10_quantif_percontig	nb_reads_Holopig_colon10_quantif_percontig	depth_Holopig_colon10_quantif_percontig	nb_contigs_Holopig_colon11_quantif_percontig	nb_reads_Holopig_colon11_quantif_percontig	depth_Holopig_colon11_quantif_percontig	nb_contigs_Holopig_colon12_quantif_percontig	nb_reads_Holopig_colon12_quantif_percontig	depth_Holopig_colon12_quantif_percontig	nb_contigs_Holopig_colon13_quantif_percontig	nb_reads_Holopig_colon13_quantif_percontig	depth_Holopig_colon13_quantif_percontig	nb_contigs_Holopig_colon14_quantif_percontig	nb_reads_Holopig_colon14_quantif_percontig	depth_Holopig_colon14_quantif_percontig	nb_contigs_Holopig_colon15_quantif_percontig	nb_reads_Holopig_colon15_quantif_percontig	depth_Holopig_colon15_quantif_percontig	nb_contigs_Holopig_colon16_quantif_percontig	nb_reads_Holopig_colon16_quantif_percontig	depth_Holopig_colon16_quantif_percontig	nb_contigs_Holopig_colon17_quantif_percontig	nb_reads_Holopig_colon17_quantif_percontig	depth_Holopig_colon17_quantif_percontig	nb_contigs_Holopig_colon18_quantif_percontig	nb_reads_Holopig_colon18_quantif_percontig	depth_Holopig_colon18_quantif_percontig	nb_contigs_Holopig_colon19_quantif_percontig	nb_reads_Holopig_colon19_quantif_percontig	depth_Holopig_colon19_quantif_percontig	nb_contigs_Holopig_colon20_quantif_percontig	nb_reads_Holopig_colon20_quantif_percontig	depth_Holopig_colon20_quantif_percontig	nb_contigs_Holopig_colon21_quantif_percontig	nb_reads_Holopig_colon21_quantif_percontig	depth_Holopig_colon21_quantif_percontig	nb_contigs_Holopig_colon22_quantif_percontig	nb_reads_Holopig_colon22_quantif_percontig	depth_Holopig_colon22_quantif_percontig	nb_contigs_Holopig_colon23_quantif_percontig	nb_reads_Holopig_colon23_quantif_percontig	depth_Holopig_colon23_quantif_percontig	nb_contigs_Holopig_colon24_quantif_percontig	nb_reads_Holopig_colon24_quantif_percontig	depth_Holopig_colon24_quantif_percontig	nb_contigs_Holopig_colon25_quantif_percontig	nb_reads_Holopig_colon25_quantif_percontig	depth_Holopig_colon25_quantif_percontig	nb_contigs_Holopig_colon26_quantif_percontig	nb_reads_Holopig_colon26_quantif_percontig	depth_Holopig_colon26_quantif_percontig	nb_contigs_Holopig_colon27_quantif_percontig	nb_reads_Holopig_colon27_quantif_percontig	depth_Holopig_colon27_quantif_percontig	nb_contigs_Holopig_colon28_quantif_percontig	nb_reads_Holopig_colon28_quantif_percontig	depth_Holopig_colon28_quantif_percontig	nb_contigs_Holopig_colon29_quantif_percontig	nb_reads_Holopig_colon29_quantif_percontig	depth_Holopig_colon29_quantif_percontig	nb_contigs_Holopig_colon30_quantif_percontig	nb_reads_Holopig_colon30_quantif_percontig	depth_Holopig_colon30_quantif_percontig	nb_contigs_Holopig_colon31_quantif_percontig	nb_reads_Holopig_colon31_quantif_percontig	depth_Holopig_colon31_quantif_percontig	nb_contigs_Holopig_colon32_quantif_percontig	nb_reads_Holopig_colon32_quantif_percontig	depth_Holopig_colon32_quantif_percontig	nb_contigs_Holopig_colon33_quantif_percontig	nb_reads_Holopig_colon33_quantif_percontig	depth_Holopig_colon33_quantif_percontig	nb_contigs_Holopig_colon34_quantif_percontig	nb_reads_Holopig_colon34_quantif_percontig
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	None	Clostridiales bacterium S5-A14a	Bacteria; Firmicutes; Clostridia; Eubacteriales; Eubacteriales Family XIII. Incertae Sedis; None; Clostridiales bacterium S5-A14a	2; 1239; 186801; 186802; 543314; None; 1230734	0	0	0	0	0	0	0	0	0	1	9	2.5985400000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	45	2.065066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	None	[Eubacterium] sulci	Bacteria; Firmicutes; Clostridia; Eubacteriales; Eubacteriales Family XIII. Incertae Sedis; None; [Eubacterium] sulci	2; 1239; 186801; 186802; 543314; None; 143393	0	0	0	0	0	0	0	0	0	1	15	2.86043	0	0	0	0	0	0	1	11	2.33649	1	2	0.7790590000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	4.4566300000000005	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Acetitomaculum	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Acetitomaculum; None	2; 1239; 186801; 186802; 186803; 31980; None	0	0	0	0	0	0	0	0	0	1	7	1.68911	1	59	7.1844399999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	20.4107	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter sp.	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Agathobacter; Agathobacter sp.	2; 1239; 186801; 186802; 186803; 1766253; 2021311	0	0	0	0	0	0	0	0	0	1	42	4.56752	1	19	4.58575	0	0	0	0	0	0	0	0	0	1	15	2.41388	0	0	0	0	0	0	0	0	0	0	0	0	1	9	2.09916	0	0	0	0	0	0	0	0	0	2	13	2.6686300000000003	0	0	0	0	0	0	1	13	2.96943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1.88313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2.55987	1	8
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 992a	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Anaerostipes; Anaerostipes sp. 992a	2; 1239; 186801; 186802; 186803; 207244; 1261637	0	0	0	0	0	0	0	0	0	1	25	3.5108699999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	203	3.1538425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	70	20.256014999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	2.08412	1	9	2.46833	1	7	3.10908	0	0	0	0	0	0	1	21	3.41939	0	0	0	0	0	0	1	18
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum sp.	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Anaerotignum; Anaerotignum sp.	2; 1239; 186801; 186802; 186803; 2039240; 2039241	0	0	0	0	0	0	0	0	0	6	258	3.896568333333333	1	17	6.762010000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	498	3.5573669565217387	0	0	0	0	0	0	14	411	3.753987857142857	1	5	1.62751	0	0	0	6	149	4.346386	13	108	2.0137123076923076	3	22	1.7120933333333335	0	0	0	1	41	12.9748	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum sp. MSJ-24	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Anaerotignum; Anaerotignum sp. MSJ-24	2; 1239; 186801; 186802; 186803; 2039240; 2841521	0	0	0	0	0	0	0	0	0	1	12	2.06454	0	0	0	0	0	0	1	13	2.78625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3.70065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1.72205	0	0	0	0	0	0	1	15	5.95608	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia sp. AF19-10LB	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Blautia; Blautia sp. AF19-10LB	2; 1239; 186801; 186802; 186803; 572511; 2292961	0	0	0	0	0	0	0	0	0	1	4	2.0676	0	0	0	0	0	0	0	0	0	1	10	3.5627699999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	10.2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Candidatus Blautia merdipullorum	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Blautia; Candidatus Blautia merdipullorum	2; 1239; 186801; 186802; 186803; 572511; 2838496	0	0	0	0	0	0	0	0	0	1	15	1.76275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Candidatus Blautia ornithocaccae	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Blautia; Candidatus Blautia ornithocaccae	2; 1239; 186801; 186802; 186803; 572511; 2838497	0	0	0	0	0	0	0	0	0	1	28	5.59702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1.82613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	uncultured Blautia sp.	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Blautia; uncultured Blautia sp.	2; 1239; 186801; 186802; 186803; 572511; 765821	0	0	0	0	0	0	0	0	0	1	35	7.04018	0	0	0	1	15	2.99904	0	0	0	0	0	0	0	0	0	1	4	2.68509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	2.905485	2	108	3.4942849999999996	0	0	0	0	0	0	0	0	0	1	84	5.0724	1	1	1.0	0	0	0	1	46	3.5657099999999997	2	40	4.42941	0	0	0	1	6	2.22974	0	0	0	1	18	2.52941	1	42	22.5988	1	28	4.18085	1	5	1.9433200000000002	1	7	4.205769999999999	1	1
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Candidatus Limivivens	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Candidatus Limivivens; None	2; 1239; 186801; 186802; 186803; 2840661; None	0	0	0	0	0	0	0	0	0	1	9	1.89516	1	5	2.59878	0	0	0	0	0	0	0	0	0	0	0	0	3	66	5.946553333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	4.00548	0	0	0	0	0	0	1	19	3.13538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2.61646	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Candidatus Pelethocola	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Candidatus Pelethocola; None	2; 1239; 186801; 186802; 186803; 2840616; None	0	0	0	0	0	0	0	0	0	1	20	5.03599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	4.83234	0	0	0	0	0	0	0	0	0	1	29	4.0255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Candidatus Scybalocola	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Candidatus Scybalocola; None	2; 1239; 186801; 186802; 186803; 2840618; None	0	0	0	0	0	0	0	0	0	1	7	3.0508900000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	1.526335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	2.85221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Candidatus Scybalomonas	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Candidatus Scybalomonas; None	2; 1239; 186801; 186802; 186803; 2840619; None	0	0	0	0	0	0	0	0	0	1	10	2.1128299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catenibacillus	Catenibacillus scindens	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Catenibacillus; Catenibacillus scindens	2; 1239; 186801; 186802; 186803; 2316203; 673271	0	0	0	0	0	0	0	0	0	1	5	2.21781	0	0	0	1	36	11.4914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	4.30129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	2.62449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum sp.	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Cellulosilyticum; Cellulosilyticum sp.	2; 1239; 186801; 186802; 186803; 698776; 1926876	0	0	0	0	0	0	0	0	0	1	5	3.0558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	2.32869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	6.259930000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	4.58442	1	27	2.9268	1	51	5.57796	1	17	4.91947	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea phocaeensis	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Dorea; Dorea phocaeensis	2; 1239; 186801; 186802; 186803; 189330; 2040291	0	0	0	0	0	0	0	0	0	1	20	3.8003400000000003	2	18	2.59418	0	0	0	2	40	3.319365	1	16	3.28228	0	0	0	2	16	4.3451450000000005	1	10	2.36685	0	0	0	0	0	0	0	0	0	0	0	0	1	15	3.25842	0	0	0	1	182	49.0593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	6.78936	1	15	3.3552	0	0	0	0	0	0	3	57	2.3157133333333335	1	4	1.8772400000000002	1	2	1.87588	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea sp. AM58-8	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Dorea; Dorea sp. AM58-8	2; 1239; 186801; 186802; 186803; 189330; 2292346	0	0	0	0	0	0	0	0	0	1	5	2.01111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea sp. CAG:317	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Dorea; Dorea sp. CAG:317	2; 1239; 186801; 186802; 186803; 189330; 1262873	0	0	0	0	0	0	0	0	0	1	4	1.6004200000000002	1	60	16.2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	2.9165400000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	3.06567	0	0	0	0	0	0	2	13	2.104785	0	0	0	10	151	4.184817999999999	1	9	4.49634	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Epulopiscium	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Epulopiscium; None	2; 1239; 186801; 186802; 186803; 2383; None	0	0	0	0	0	0	0	0	0	1	6	1.40049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnotalea	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Lachnotalea; None	2; 1239; 186801; 186802; 186803; 1763508; None	0	0	0	0	0	0	0	0	0	1	10	2.45682	0	0	0	1	11	1.62729	0	0	0	2	82	6.060985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2.15528	0	0	0	0	0	0	1	48	24.0859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	3.58627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora sp. 210928-DFI.3.58	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Lacrimispora; Lacrimispora sp. 210928-DFI.3.58	2; 1239; 186801; 186802; 186803; 2719231; 2883214	0	0	0	0	0	0	0	0	0	1	13	2.7881	0	0	0	1	5	3.3036	0	0	0	0	0	0	0	0	0	1	44	6.18855	1	18	8.61558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1.9728400000000001	1	11	2.87347	0	0	0	0	0	0	1	2	1.10712	0	0	0	0	0	0	14	175	2.4495207142857143	1	13	2.06747	1	6	2.19488	0	0	0	0	0	0	9	357	4.737367777777778	1	0	0.0	1	10	5.32716	6	63	2.5457699999999996	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Mediterraneibacter; [Ruminococcus] lactaris	2; 1239; 186801; 186802; 186803; 2316020; 46228	0	0	0	0	0	0	0	0	0	1	1	0.657091	1	17	2.94476	1	1	0.7940619999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	5.17282	0	0	0	0	0	0	0	0	0	1	9	6.635960000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	3.08482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	3.48504	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	None	Lachnospiraceae bacterium Marseille-Q4251	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; None; Lachnospiraceae bacterium Marseille-Q4251	2; 1239; 186801; 186802; 186803; None; 2830660	0	0	0	0	0	0	0	0	0	1	4	2.52975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio	None	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Pseudobutyrivibrio; None	2; 1239; 186801; 186802; 186803; 46205; None	0	0	0	0	0	0	0	0	0	1	14	3.19023	3	37	3.8943899999999996	3	157	7.638749999999999	1	4	1.48424	0	0	0	0	0	0	0	0	0	1	289	4.78143	0	0	0	0	0	0	1	404	7.025460000000001	0	0	0	1	28	3.18342	0	0	0	2	45	3.648095	0	0	0	0	0	0	0	0	0	0	0	0	2	53	3.8285850000000003	0	0	0	1	58	5.79376	1	11	5.00665	2	154	8.84324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia porci	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Roseburia; Roseburia porci	2; 1239; 186801; 186802; 186803; 841; 2605790	0	0	0	0	0	0	0	0	0	1	16	2.4117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3.3671800000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia sp. 1XD42-69	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Roseburia; Roseburia sp. 1XD42-69	2; 1239; 186801; 186802; 186803; 841; 2320088	0	0	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.654038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	4.386340000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia sp. 40_7	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Roseburia; Roseburia sp. 40_7	2; 1239; 186801; 186802; 186803; 841; 1897015	0	0	0	0	0	0	0	0	0	1	25	2.8158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1.57508	0	0	0	2	14	2.202435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	2.53857	0	0	0	0	0	0	0	0	0	2	16	2.389725	2	65	6.02427	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1.69755	0	0	0	2	10	1.4512649999999998	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Sellimonas	Sellimonas monacensis	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Sellimonas; Sellimonas monacensis	2; 1239; 186801; 186802; 186803; 1769710; 2779351	0	0	0	0	0	0	0	0	0	1	20	3.3250599999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Sporofaciens	Sporofaciens musculi	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Sporofaciens; Sporofaciens musculi	2; 1239; 186801; 186802; 186803; 2811390; 2681861	0	0	0	0	0	0	0	0	0	1	10	6.40308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.99987	0	0	0	2	4	1.25494	0	0	0	0	0	0	0	0	0	1	11	2.37204	0	0	0	0	0	0	0	0	0	1	13	2.71102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Suipraeoptans	Suipraeoptans intestinalis	Bacteria; Firmicutes; Clostridia; Eubacteriales; Lachnospiraceae; Suipraeoptans; Suipraeoptans intestinalis	2; 1239; 186801; 186802; 186803; 2815779; 2606628	0	0	0	0	0	0	0	0	0	50	935	3.5429232	0	0	0	0	0	0	1	4	1.10945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
