Code_function;Definition_function
2.7.1.28;triokinase [EC 2.7.1.28]
2.7.1.29;glycerone kinase [EC 2.7.1.29]
2.7.1.30;glycerol kinase [EC 2.7.1.30]
2.7.1.31;glycerate 3-kinase [EC 2.7.1.31]
2.7.1.32;choline kinase [EC 2.7.1.32]
2.7.1.33;pantothenate kinase [EC 2.7.1.33]
2.7.1.34;pantetheine kinase [EC 2.7.1.34]
2.7.1.35;pyridoxal kinase [EC 2.7.1.35]
2.7.1.36;mevalonate kinase [EC 2.7.1.36]
2.7.1.37;protein kinase. Now divided into EC 2.7.11.1 (non-specific serine/threonine protein kinase), EC 2.7.11.8 (Fas-activated serine/threonine kinase), EC 2.7.11.9 (Goodpasture-antigen-binding protein kinase), EC 2.7.11.10 (IκB kinase), EC 2.7.11.11 (cAMP-dependent protein kinase), EC 2.7.11.12 (cGMP-dependent protein kinase), EC 2.7.11.13 (protein kinase C), EC 2.7.11.21 (polo kinase), EC 2.7.11.22 (cyclin-dependent kinase), EC 2.7.11.24 (mitogen-activated protein kinase), EC 2.7.11.25 (mitogen-activated protein kinase kinase kinase), EC 2.7.11.30 (receptor protein serine/threonine kinase) and EC 2.7.12.1 (dual-specificity kinase) [EC 2.7.1.37]
2.7.1.38;phosphorylase kinase. Now EC 2.7.11.19, phosphorylase kinase [EC 2.7.1.38]
2.7.1.39;homoserine kinase [EC 2.7.1.39]
2.7.1.40;pyruvate kinase [EC 2.7.1.40]
2.7.1.41;glucose-1-phosphate phosphodismutase [EC 2.7.1.41]
2.7.1.42;riboflavin phosphotransferase [EC 2.7.1.42]
2.7.1.43;glucuronokinase [EC 2.7.1.43]
2.7.1.44;galacturonokinase [EC 2.7.1.44]
2.7.1.45;2-dehydro-3-deoxygluconokinase [EC 2.7.1.45]
2.7.1.46;L-arabinokinase [EC 2.7.1.46]
2.7.1.47;D-ribulokinase [EC 2.7.1.47]
2.7.1.48;uridine/cytidine kinase [EC 2.7.1.48]
2.7.1.49;hydroxymethylpyrimidine kinase [EC 2.7.1.49]
2.7.1.50;hydroxyethylthiazole kinase [EC 2.7.1.50]
2.7.1.51;L-fuculokinase [EC 2.7.1.51]
2.7.1.52;fucokinase [EC 2.7.1.52]
2.7.1.53;L-xylulokinase [EC 2.7.1.53]
2.7.1.54;D-arabinokinase [EC 2.7.1.54]
2.7.1.55;allose kinase [EC 2.7.1.55]
2.7.1.56;1-phosphofructokinase [EC 2.7.1.56]
2.7.1.57; mannitol kinase [EC 2.7.1.57]
2.7.1.58;2-dehydro-3-deoxygalactonokinase [EC 2.7.1.58]
2.7.1.59;N-acetylglucosamine kinase [EC 2.7.1.59]
2.7.1.60;N-acylmannosamine kinase [EC 2.7.1.60]
2.7.1.61;acyl-phosphate—hexose phosphotransferase [EC 2.7.1.61]
2.7.1.62;phosphoramidate—hexose phosphotransferase [EC 2.7.1.62]
2.7.1.63;polyphosphate—glucose phosphotransferase [EC 2.7.1.63]
2.7.1.64;inositol 3-kinase [EC 2.7.1.64]
2.7.1.65;scyllo-inosamine 4-kinase [EC 2.7.1.65]
2.7.1.66;undecaprenol kinase [EC 2.7.1.66]
2.7.1.67;1-phosphatidylinositol 4-kinase [EC 2.7.1.67]
2.7.1.68;1-phosphatidylinositol-4-phosphate 5-kinase [EC 2.7.1.68]
2.7.1.69;protein-Nπ-phosphohistidine—sugar phosphotransferase, now covered by EC 2.7.1.191 protein-Nπ-phosphohistidine—D-mannose phosphotransferase, EC 2.7.1.192 protein-Nπ-phosphohistidine—N-acetylmuramate phosphotransferase, EC 2.7.1.193 protein-Nπ-phosphohistidine—N-acetyl-D-glucosamine phosphotransferase, EC 2.7.1.194 protein-Nπ-phosphohistidine—L-ascorbate phosphotransferase, EC 2.7.1.195 protein-Nπ-phosphohistidine—2-O-α-mannosyl-D-glycerate phosphotransferase, EC 2.7.1.196 protein-Nπ-phosphohistidine—N,N′-diacetylchitobiose phosphotransferase, EC 2.7.1.197 protein-Nπ-phosphohistidine—D-mannitol phosphotransferase, EC 2.7.1.198 protein-Nπ-phosphohistidine—D-sorbitol phosphotransferase, EC 2.7.1.199 protein-Nπ-phosphohistidine—D-glucose phosphotransferase, EC 2.7.1.200 protein-Nπ-phosphohistidine—galactitol phosphotransferase, EC 2.7.1.201 protein-Nπ-phosphohistidine—trehalose phosphotransferase, EC 2.7.1.202 protein-Nπ-phosphohistidine—D-fructose phosphotransferase, EC 2.7.1.203 protein-Nπ-phosphohistidine—D-glucosaminate phosphotransferase, EC 2.7.1.204 protein-Nπ-phosphohistidine—D-galactose phosphotransferase, EC 2.7.1.205 protein-Nπ-phosphohistidine—D-cellobiose phosphotransferase, EC 2.7.1.206 protein-Nπ-phosphohistidine—L-sorbose phosphotransferase, EC 2.7.1.207 protein-Nπ-phosphohistidine—lactose phosphotransferase and EC 2.7.1.208 protein-Nπ-phosphohistidine—maltose phosphotransferase. [EC 2.7.1.69]
2.7.1.70; protamine kinase. Now included in EC 2.7.11.1, non-specific serine/threonine protein kinase [EC 2.7.1.70]
2.7.1.71;shikimate kinase [EC 2.7.1.71]
2.7.1.72;streptomycin 6-kinase [EC 2.7.1.72]
2.7.1.73;inosine kinase [EC 2.7.1.73]
2.7.1.74;deoxycytidine kinase [EC 2.7.1.74]
2.7.1.75; thymidine kinase. Now EC 2.7.1.21 thymidine kinase [EC 2.7.1.75]
2.7.1.76;2′-deoxyadenosine kinase [EC 2.7.1.76]
2.7.1.77;nucleoside phosphotransferase [EC 2.7.1.77]
2.7.1.78;polynucleotide 5′-hydroxyl-kinase [EC 2.7.1.78]
2.7.1.79;diphosphate—glycerol phosphotransferase [EC 2.7.1.79]
2.7.1.80;diphosphate—serine phosphotransferase [EC 2.7.1.80]
2.7.1.81;hydroxylysine kinase [EC 2.7.1.81]
2.7.1.82;ethanolamine kinase [EC 2.7.1.82]
2.7.1.83;pseudouridine kinase [EC 2.7.1.83]
2.7.1.84;alkylglycerone kinase [EC 2.7.1.84]
2.7.1.85;β-glucoside kinase [EC 2.7.1.85]
2.7.1.86;NADH kinase [EC 2.7.1.86]
2.7.1.87;streptomycin 3′′-kinase [EC 2.7.1.87]
2.7.1.88;dihydrostreptomycin-6-phosphate 3′α-kinase [EC 2.7.1.88]
2.7.1.89;thiamine kinase [EC 2.7.1.89]
2.7.1.90;diphosphate—fructose-6-phosphate 1-phosphotransferase [EC 2.7.1.90]
2.7.1.91;sphingosine kinase [EC 2.7.1.91]
2.7.1.92;5-dehydro-2-deoxygluconokinase [EC 2.7.1.92]
2.7.1.93;alkylglycerol kinase [EC 2.7.1.93]
2.7.1.94;acylglycerol kinase [EC 2.7.1.94]
2.7.1.95;kanamycin kinase [EC 2.7.1.95]
2.7.1.96; NADH kinase. Now included with EC 2.7.1.86 NADH kinase [EC 2.7.1.96]
2.7.1.97;opsin kinase. Identical with EC 2.7.11.14, rhodopsin kinase [EC 2.7.1.97]
2.7.1.98; phosphoenolpyruvate—fructose phosphotransferase [EC 2.7.1.98]
2.7.1.99;[pyruvate dehydrogenase (lipoamide)] kinase. Now EC 2.7.11.2, [pyruvate dehydrogenase (acetyl-transferring)] kinase [EC 2.7.1.99]
2.7.1.100;S-methyl-5-thioribose kinase [EC 2.7.1.100]
2.7.1.101;tagatose kinase [EC 2.7.1.101]
2.7.1.102;hamamelose kinase [EC 2.7.1.102]
2.7.1.103;viomycin kinase [EC 2.7.1.103]
2.7.1.104;diphosphate—protein phosphotransferase. Now EC 2.7.99.1, triphosphate—protein phosphotransferase [EC 2.7.1.104]
2.7.1.105;6-phosphofructo-2-kinase [EC 2.7.1.105]
2.7.1.106;glucose-1,6-bisphosphate synthase [EC 2.7.1.106]
2.7.1.107;diacylglycerol kinase (ATP) [EC 2.7.1.107]
2.7.1.108;dolichol kinase [EC 2.7.1.108]
2.7.1.109;[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase. Now EC 2.7.11.31, [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase [EC 2.7.1.109]
2.7.1.110;dephospho-[reductase kinase] kinase. Now EC 2.7.11.3, dephospho-[reductase kinase] kinase [EC 2.7.1.110]
2.7.1.111;[acetyl-CoA carboxylase] kinase. Now listed as EC 2.7.11.27, [acetyl-CoA carboxylase] kinase [EC 2.7.1.111]
2.7.1.112;protein-tyrosine kinase. Now EC 2.7.10.2, non-specific protein-tyrosine kinase [EC 2.7.1.112]
2.7.1.113;deoxyguanosine kinase [EC 2.7.1.113]
2.7.1.114;AMP—thymidine kinase [EC 2.7.1.114]
2.7.1.115;[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)] kinase. Now EC 2.7.11.4, [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC 2.7.1.115]
2.7.1.116;[isocitrate dehydrogenase (NADP+)] kinase. Now EC 2.7.11.5, [isocitrate dehydrogenase (NADP+)] kinase [EC 2.7.1.116]
2.7.1.117;myosin-light-chain kinase. Now EC 2.7.11.18, myosin-light-chain kinase [EC 2.7.1.117]
2.7.1.118;ADP—thymidine kinase [EC 2.7.1.118]
2.7.1.119;hygromycin-B 7′′-O-kinase [EC 2.7.1.119]
2.7.1.120;caldesmon kinase. Now EC 2.7.11.17, Ca2+/calmodulin-dependent protein kinase [EC 2.7.1.120]
2.7.1.121;phosphoenolpyruvate—glycerone phosphotransferase [EC 2.7.1.121]
2.7.1.122;xylitol kinase [EC 2.7.1.122]
2.7.1.123;Ca2+/calmodulin-dependent protein kinase. Now EC 2.7.11.17, Ca2+/calmodulin-dependent protein kinase [EC 2.7.1.123]
2.7.1.124;[tyrosine 3-monooxygenase] kinase. Now EC 2.7.11.6, [tyrosine 3-monooxygenase] kinase [EC 2.7.1.124]
2.7.1.125;rhodopsin kinase. Now EC 2.7.11.14, rhodopsin kinase [EC 2.7.1.125]
2.7.1.126;[β-adrenergic-receptor] kinase. Now EC 2.7.11.15, β-adrenergic-receptor kinase [EC 2.7.1.126]
2.7.1.127;inositol-trisphosphate 3-kinase [EC 2.7.1.127]
2.7.1.128;[acetyl-CoA carboxylase] kinase. Now EC 2.7.11.27, [acetyl-CoA carboxylase] kinase [EC 2.7.1.128]
2.7.1.129;[myosin-heavy-chain] kinase. Now EC 2.7.11.7, myosin-heavy-chain kinase [EC 2.7.1.129]
2.7.1.130;tetraacyldisaccharide 4′-kinase [EC 2.7.1.130]
2.7.1.131;[low-density-lipoprotein] kinase. Now EC 2.7.11.29, low-density-lipoprotein receptor kinase [EC 2.7.1.131]
2.7.1.132;tropomyosin kinase. Now EC 2.7.11.28, tropomyosin kinase [EC 2.7.1.132]
2.7.1.133; inositol-trisphosphate 6-kinase. Now included with EC 2.7.1.134, inositol-tetrakisphosphate 1-kinase [EC 2.7.1.133]
2.7.1.134;inositol-tetrakisphosphate 1-kinase [EC 2.7.1.134]
2.7.1.135;[tau-protein] kinase. Now EC 2.7.11.26, tau-protein kinase [EC 2.7.1.135]
2.7.1.136;macrolide 2′-kinase [EC 2.7.1.136]
2.7.1.137;phosphatidylinositol 3-kinase [EC 2.7.1.137]
2.7.1.138;ceramide kinase [EC 2.7.1.138]
2.7.1.139; inositol-trisphosphate 5-kinase. Now included with EC 2.7.1.134, inositol-tetrakisphosphate 1-kinase [EC 2.7.1.139]
2.7.1.140;inositol-tetrakisphosphate 5-kinase [EC 2.7.1.140]
2.7.1.141;[RNA-polymerase]-subunit kinase. Now EC 2.7.11.23, [RNA-polymerase]-subunit kinase [EC 2.7.1.141]
2.7.1.142;glycerol-3-phosphate—glucose phosphotransferase [EC 2.7.1.142]
2.7.1.143;diphosphate-purine nucleoside kinase [EC 2.7.1.143]
2.7.1.144;tagatose-6-phosphate kinase [EC 2.7.1.144]
2.7.1.145;deoxynucleoside kinase [EC 2.7.1.145]
2.7.1.146;ADP-specific phosphofructokinase [EC 2.7.1.146]
2.7.1.147;ADP-specific glucose/glucosamine kinase [EC 2.7.1.147]
2.7.1.148;4-(cytidine 5′-diphospho)-2-C-methyl-D-erythritol kinase [EC 2.7.1.148]
2.7.1.149;1-phosphatidylinositol-5-phosphate 4-kinase [EC 2.7.1.149]
2.7.1.150;1-phosphatidylinositol-3-phosphate 5-kinase [EC 2.7.1.150]
2.7.1.151;inositol-polyphosphate multikinase [EC 2.7.1.151]
2.7.1.152;inositol-hexakisphosphate kinase. Now EC 2.7.4.21, inositol-hexakisphosphate kinase [EC 2.7.1.152]
2.7.1.153;phosphatidylinositol-4,5-bisphosphate 3-kinase [EC 2.7.1.153]
2.7.1.154;phosphatidylinositol-4-phosphate 3-kinase [EC 2.7.1.154]
2.7.1.155;diphosphoinositol-pentakisphosphate kinase. Now EC 2.7.4.24, diphosphoinositol-pentakisphosphate kinase. The enzyme had been incorrectly classified as the reaction involves transfer of a phospho group to another phospho group (EC 2.7.4) rather than to an hydroxy group (EC 2.7.1) [EC 2.7.1.155]
2.7.1.156;adenosylcobinamide kinase [EC 2.7.1.156]
2.7.1.157;N-acetylgalactosamine kinase [EC 2.7.1.157]
2.7.1.158;inositol-pentakisphosphate 2-kinase [EC 2.7.1.158]
2.7.1.159;inositol-1,3,4-trisphosphate 5/6-kinase [EC 2.7.1.159]
2.7.1.160;2′-phosphotransferase [EC 2.7.1.160]
2.7.1.161;CTP-dependent riboflavin kinase [EC 2.7.1.161]
2.7.1.162;N-acetylhexosamine 1-kinase [EC 2.7.1.162]
2.7.1.163;hygromycin B 4-O-kinase [EC 2.7.1.163]
2.7.1.164;O-phosphoseryl-tRNASec kinase [EC 2.7.1.164]
2.7.1.165;glycerate 2-kinase [EC 2.7.1.165]
2.7.1.166;3-deoxy-D-manno-octulosonic acid kinase [EC 2.7.1.166]
2.7.1.167;D-glycero-β-D-manno-heptose-7-phosphate kinase [EC 2.7.1.167]
2.7.1.168;D-glycero-α-D-manno-heptose-7-phosphate kinase [EC 2.7.1.168]
2.7.1.169;pantoate kinase [EC 2.7.1.169]
2.7.1.170;anhydro-N-acetylmuramic acid kinase [EC 2.7.1.170]
2.7.1.171;protein-fructosamine 3-kinase [EC 2.7.1.171]
2.7.1.172;protein-ribulosamine 3-kinase [EC 2.7.1.172]
2.7.1.173;nicotinate riboside kinase [EC 2.7.1.173]
2.7.1.174;diacylglycerol kinase (CTP) [EC 2.7.1.174]
2.7.1.175;maltokinase [EC 2.7.1.175]
2.7.1.176;UDP-N-acetylglucosamine kinase [EC 2.7.1.176]
2.7.1.177;L-threonine kinase [EC 2.7.1.177]
2.7.1.178;2-dehydro-3-deoxyglucono/galactono-kinase [EC 2.7.1.178]
2.7.1.179;kanosamine kinase [EC 2.7.1.179]
2.7.1.180;FAD:protein FMN transferase [EC 2.7.1.180]
2.7.1.181;polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase [EC 2.7.1.181]
2.7.1.182;phytol kinase [EC 2.7.1.182]
2.7.1.183;glycoprotein-mannosyl O6-kinase [EC 2.7.1.183]
2.7.1.184;sulfofructose kinase [EC 2.7.1.184]
2.7.1.185;mevalonate 3-kinase [EC 2.7.1.185]
2.7.1.186;mevalonate-3-phosphate 5-kinase [EC 2.7.1.186]
2.7.1.187;acarbose 7IV-phosphotransferase [EC 2.7.1.187]
2.7.1.188;2-epi-5-epi-valiolone 7-kinase [EC 2.7.1.188]
2.7.1.189;autoinducer-2 kinase [EC 2.7.1.189]
2.7.1.190;aminoglycoside 2′′-phosphotransferase [EC 2.7.1.190]
2.7.1.191;protein-Nπ-phosphohistidine—D-mannose phosphotransferase [EC 2.7.1.191]
2.7.1.192;protein-Nπ-phosphohistidine—N-acetylmuramate phosphotransferase [EC 2.7.1.192]
2.7.1.193;protein-Nπ-phosphohistidine—N-acetyl-D-glucosamine phosphotransferase [EC 2.7.1.193]
2.7.1.194;protein-Nπ-phosphohistidine—L-ascorbate phosphotransferase [EC 2.7.1.194]
2.7.1.195;protein-Nπ-phosphohistidine—2-O-α-mannosyl-D-glycerate phosphotransferase [EC 2.7.1.195]
2.7.1.196;protein-Nπ-phosphohistidine—N,N′-diacetylchitobiose phosphotransferase [EC 2.7.1.196]
2.7.1.197;protein-Nπ-phosphohistidine—D-mannitol phosphotransferase [EC 2.7.1.197]
2.7.1.198;protein-Nπ-phosphohistidine—D-sorbitol phosphotransferase [EC 2.7.1.198]
2.7.1.199;protein-Nπ-phosphohistidine—D-glucose phosphotransferase [EC 2.7.1.199]
2.7.1.200;protein-Nπ-phosphohistidine—galactitol phosphotransferase [EC 2.7.1.200]
2.7.1.201;protein-Nπ-phosphohistidine—trehalose phosphotransferase [EC 2.7.1.201]
2.7.1.202;protein-Nπ-phosphohistidine—D-fructose phosphotransferase [EC 2.7.1.202]
2.7.1.203;protein-Nπ-phosphohistidine—D-glucosaminate phosphotransferase [EC 2.7.1.203]
2.7.1.204;protein-Nπ-phosphohistidine—D-galactose phosphotransferase [EC 2.7.1.204]
2.7.1.205;protein-Nπ-phosphohistidine—cellobiose phosphotransferase [EC 2.7.1.205]
2.7.1.206;protein-Nπ-phosphohistidine—L-sorbose phosphotransferase [EC 2.7.1.206]
2.7.1.207;protein-Nπ-phosphohistidine—lactose phosphotransferase [EC 2.7.1.207]
2.7.1.208;protein-Nπ-phosphohistidine—maltose phosphotransferase [EC 2.7.1.208]
2.7.1.209;L-erythrulose 1-kinase [EC 2.7.1.209]
2.7.1.210;D-erythrulose 4-kinase [EC 2.7.1.210]
2.7.1.211;protein-Nπ-phosphohistidine—sucrose phosphotransferase [EC 2.7.1.211]
2.7.1.212;α-D-ribose-1-phosphate 5-kinase (ADP) [EC 2.7.1.212]
2.7.1.213;cytidine kinase [EC 2.7.1.213]
2.7.1.214;C7-cyclitol 7-kinase [EC 2.7.1.214]
2.7.1.215;erythritol kinase (D-erythritol 1-phosphate-forming) [EC 2.7.1.215]
2.7.1.216;farnesol kinase [EC 2.7.1.216]
2.7.1.217;3-dehydrotetronate 4-kinase [EC 2.7.1.217]
2.7.1.218;fructoselysine 6-kinase [EC 2.7.1.218]
2.7.1.219;D-threonate 4-kinase [EC 2.7.1.219]
2.7.1.220;D-erythronate 4-kinase [EC 2.7.1.220]
2.7.1.221;N-acetylmuramate 1-kinase [EC 2.7.1.221]
2.7.1.222;4-hydroxytryptamine kinase [EC 2.7.1.222]
2.7.1.223;aminoimidazole riboside kinase [EC 2.7.1.223]
2.7.1.224;cytidine diphosphoramidate kinase [EC 2.7.1.224]
2.7.1.225;L-serine kinase (ATP) [EC 2.7.1.225]
2.7.1.226;L-serine kinase (ADP) [EC 2.7.1.226]
2.7.1.227;inositol phosphorylceramide synthase [EC 2.7.1.227]
2.7.1.228;mannosyl-inositol-phosphoceramide inositolphosphotransferase [EC 2.7.1.228]
2.7.1.229;deoxyribokinase [EC 2.7.1.229]
2.7.1.230;amicoumacin kinase [EC 2.7.1.230]
2.7.1.231;3-oxoisoapionate kinase [EC 2.7.1.231]
2.7.1.232;levoglucosan kinase [EC 2.7.1.232]
2.7.1.233;apulose kinase [EC 2.7.1.233]
2.7.1.234;D-tagatose-1-phosphate kinase [EC 2.7.1.234]
2.7.1.235;lipopolysaccharide core heptose(I) kinase [EC 2.7.1.235]
2.7.1.236;NAD+ 3′-kinase [EC 2.7.1.236]
2.7.1.237;GTP-dependent dephospho-CoA kinase [EC 2.7.1.237]
2.7.1.238;phenol phosphorylase [EC 2.7.1.238]
2.7.2.1;acetate kinase [EC 2.7.2.1]
2.7.2.2;carbamate kinase [EC 2.7.2.2]
2.7.2.3;phosphoglycerate kinase [EC 2.7.2.3]
2.7.2.4;aspartate kinase [EC 2.7.2.4]
2.7.2.5;carbamoyl-phosphate synthase (ammonia). Now EC 6.3.4.16, carbamoyl-phosphate synthase (ammonia) [EC 2.7.2.5]
2.7.2.6;formate kinase [EC 2.7.2.6]
2.7.2.7;butyrate kinase [EC 2.7.2.7]
2.7.2.8;acetylglutamate kinase [EC 2.7.2.8]
2.7.2.9;carbamoyl-phosphate synthase (glutamine). Now EC 6.3.5.5, carbamoyl-phosphate synthase (glutamine-hydrolysing) [EC 2.7.2.9]
2.7.2.10;phosphoglycerate kinase (GTP) [EC 2.7.2.10]
2.7.2.11;glutamate 5-kinase [EC 2.7.2.11]
2.7.2.12;acetate kinase (diphosphate) [EC 2.7.2.12]
2.7.2.13;glutamate 1-kinase. Now known to be due to the activities of EC 6.1.1.17, glutamate—tRNA ligase, EC 1.2.1.70, glutamyl-tRNA reductase and EC 5.4.3.8, [EC 2.7.2.13]
2.7.2.14;branched-chain-fatty-acid kinase [EC 2.7.2.14]
2.7.2.15;propionate kinase [EC 2.7.2.15]
2.7.2.16;2-phosphoglycerate kinase [EC 2.7.2.16]
2.7.2.17;[amino-group carrier protein]-L-2-aminoadipate 6-kinase [EC 2.7.2.17]
2.7.2.18;fatty acid kinase [EC 2.7.2.18]
2.7.2.19;[amino-group carrier protein]-L-glutamate 6-kinase [EC 2.7.2.19]
2.7.3.1;guanidinoacetate kinase [EC 2.7.3.1]
2.7.3.2;creatine kinase [EC 2.7.3.2]
2.7.3.3;arginine kinase [EC 2.7.3.3]
2.7.3.4;taurocyamine kinase [EC 2.7.3.4]
2.7.3.5;lombricine kinase [EC 2.7.3.5]
2.7.3.6;hypotaurocyamine kinase [EC 2.7.3.6]
2.7.3.7;opheline kinase [EC 2.7.3.7]
2.7.3.8;ammonia kinase [EC 2.7.3.8]
2.7.3.9;phosphoenolpyruvate—protein phosphotransferase [EC 2.7.3.9]
2.7.3.10;agmatine kinase [EC 2.7.3.10]
2.7.3.11;protein-histidine pros-kinase. Now EC 2.7.13.1, protein-histidine pros-kinase [EC 2.7.3.11]
2.7.3.12;protein-histidine tele-kinase. Now EC 2.7.13.2, protein-histidine tele-kinase [EC 2.7.3.12]
2.7.3.13;glutamine kinase [EC 2.7.3.13]
2.7.4.1;ATP-polyphosphate phosphotransferase [EC 2.7.4.1]
2.7.4.2;phosphomevalonate kinase [EC 2.7.4.2]
2.7.4.3;adenylate kinase [EC 2.7.4.3]
2.7.4.4;nucleoside-phosphate kinase [EC 2.7.4.4]
2.7.4.5; deoxycytidylate kinase. Now included with EC 2.7.4.14 cytidylate kinase [EC 2.7.4.5]
2.7.4.6;nucleoside-diphosphate kinase [EC 2.7.4.6]
2.7.4.7;phosphooxymethylpyrimidine kinase [EC 2.7.4.7]
2.7.4.8;guanylate kinase [EC 2.7.4.8]
2.7.4.9;dTMP kinase [EC 2.7.4.9]
2.7.4.10;nucleoside-triphosphate—adenylate kinase [EC 2.7.4.10]
2.7.4.11;(deoxy)adenylate kinase [EC 2.7.4.11]
2.7.4.12;T2-induced deoxynucleotide kinase [EC 2.7.4.12]
2.7.4.13;(deoxy)nucleoside-phosphate kinase [EC 2.7.4.13]
2.7.4.14;UMP/CMP kinase [EC 2.7.4.14]
2.7.4.15;thiamine-diphosphate kinase [EC 2.7.4.15]
2.7.4.16;thiamine-phosphate kinase [EC 2.7.4.16]
2.7.4.17;3-phosphoglyceroyl-phosphate—polyphosphate phosphotransferase [EC 2.7.4.17]
2.7.4.18;farnesyl-diphosphate kinase [EC 2.7.4.18]
2.7.4.19;5-methyldeoxycytidine-5′-phosphate kinase [EC 2.7.4.19]
2.7.4.20;dolichyl-diphosphate—polyphosphate phosphotransferase [EC 2.7.4.20]
2.7.4.21;inositol-hexakisphosphate 5-kinase [EC 2.7.4.21]
2.7.4.22;UMP kinase [EC 2.7.4.22]
2.7.4.23;ribose 1,5-bisphosphate phosphokinase [EC 2.7.4.23]
2.7.4.24;diphosphoinositol-pentakisphosphate 1-kinase [EC 2.7.4.24]
2.7.4.25;(d)CMP kinase [EC 2.7.4.25]
2.7.4.26;isopentenyl phosphate kinase [EC 2.7.4.26]
2.7.4.27;[pyruvate, phosphate dikinase]-phosphate phosphotransferase [EC 2.7.4.27]
2.7.4.28;[pyruvate, water dikinase]-phosphate phosphotransferase [EC 2.7.4.28]
2.7.4.29;Kdo2-lipid A phosphotransferase [EC 2.7.4.29]
2.7.4.30;lipid A phosphoethanolamine transferase. Now EC 2.7.8.43, lipid A phosphoethanolamine transferase [EC 2.7.4.30]
2.7.4.31;[5-(aminomethyl)furan-3-yl]methyl phosphate kinase [EC 2.7.4.31]
2.7.4.32;farnesyl phosphate kinase [EC 2.7.4.32]
2.7.4.33;AMP-polyphosphate phosphotransferase [EC 2.7.4.33]
2.7.4.34;GDP-polyphosphate phosphotransferase [EC 2.7.4.34]
2.7.5.1;phosphoglucomutase. Now EC 5.4.2.2, phosphoglucomutase [EC 2.7.5.1]
2.7.5.2;acetylglucosamine phosphomutase. Now EC 5.4.2.3, phosphoacetylglucosamine mutase [EC 2.7.5.2]
2.7.5.3;phosphoglyceromutase. Now EC 5.4.2.1, phosphoglycerate mutase [EC 2.7.5.3]
2.7.5.4;bisphosphoglyceromutase. Now EC 5.4.2.4, bisphosphoglycerate mutase [EC 2.7.5.4]
2.7.5.5;phosphoglucomutase (glucose-cofactor). Now EC 5.4.2.5, phosphoglucomutase (glucose-cofactor) [EC 2.7.5.5]
2.7.5.6;phosphopentomutase. Now EC 5.4.2.7, phosphopentomutase [EC 2.7.5.6]
2.7.5.7;phosphomannomutase. Now EC 5.4.2.8, phosphomannomutase [EC 2.7.5.7]
2.7.6.1;ribose-phosphate diphosphokinase [EC 2.7.6.1]
2.7.6.2;thiamine diphosphokinase [EC 2.7.6.2]
2.7.6.3;2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC 2.7.6.3]
2.7.6.4;nucleotide diphosphokinase [EC 2.7.6.4]
2.7.6.5;GTP diphosphokinase [EC 2.7.6.5]
2.7.7.1;nicotinamide-nucleotide adenylyltransferase [EC 2.7.7.1]
2.7.7.2;FAD synthase [EC 2.7.7.2]
2.7.7.3;pantetheine-phosphate adenylyltransferase [EC 2.7.7.3]
2.7.7.4;sulfate adenylyltransferase [EC 2.7.7.4]
2.7.7.5;sulfate adenylyltransferase (ADP) [EC 2.7.7.5]
2.7.7.6;DNA-directed RNA polymerase [EC 2.7.7.6]
2.7.7.7;DNA-directed DNA polymerase [EC 2.7.7.7]
2.7.7.8;polyribonucleotide nucleotidyltransferase [EC 2.7.7.8]
2.7.7.9;UTP—glucose-1-phosphate uridylyltransferase [EC 2.7.7.9]
2.7.7.10;UTP—hexose-1-phosphate uridylyltransferase [EC 2.7.7.10]
2.7.7.11;UTP—xylose-1-phosphate uridylyltransferase [EC 2.7.7.11]
2.7.7.12;UDP-glucose—hexose-1-phosphate uridylyltransferase [EC 2.7.7.12]
2.7.7.13;mannose-1-phosphate guanylyltransferase [EC 2.7.7.13]
2.7.7.14;ethanolamine-phosphate cytidylyltransferase [EC 2.7.7.14]
2.7.7.15;choline-phosphate cytidylyltransferase [EC 2.7.7.15]
2.7.7.16;ribonuclease. Now EC 3.1.27.5, pancreatic ribonuclease [EC 2.7.7.16]
2.7.7.17;ribonuclease. Now EC 3.1.27.1, ribonuclease T2 [EC 2.7.7.17]
2.7.7.18;nicotinate-nucleotide adenylyltransferase [EC 2.7.7.18]
2.7.7.19;polynucleotide adenylyltransferase [EC 2.7.7.19]
2.7.7.20;sRNA nucleotidyl transferase. This entry was identical with EC 2.7.7.25, tRNA adenylyltransferase [EC 2.7.7.20]
2.7.7.21;tRNA cytidylyltransferase. Now EC 2.7.7.72, CCA tRNA nucleotidyltransferase [EC 2.7.7.21]
2.7.7.22;mannose-1-phosphate guanylyltransferase (GDP) [EC 2.7.7.22]
2.7.7.23;UDP-N-acetylglucosamine diphosphorylase [EC 2.7.7.23]
2.7.7.24;glucose-1-phosphate thymidylyltransferase [EC 2.7.7.24]
2.7.7.25;tRNA adenylyltransferase. Now EC 2.7.7.72, CCA tRNA nucleotidyltransferase [EC 2.7.7.25]
